industry,industry_name,employees,total_monthly,regular_monthly,total_hours,regular_hours,year,table_group,tsic_version,regime,employment_share,regular_hourly,total_hourly,real_regular_monthly,real_total_monthly,real_regular_hourly,real_total_hourly,cpi_2024_100
成衣及服飾品製造業,成衣及服飾品製造業,40514.0000000000,34195.0000000000,30157.0000000000,165.7000000000,158.9000000000,2017,2,10,tsic10_2016_2020,0.0053590358,189.7860289490,206.3669281835,33709.0971549035,38222.7203372990,212.1403219314,230.6742325727,89.4624969082
木竹製品製造業,木竹製品製造業,18476.0000000000,37258.0000000000,31094.0000000000,179.0000000000,163.8000000000,2017,2,10,tsic10_2016_2020,0.0024439341,189.8290598291,208.1452513966,34756.4634059943,41646.5013694133,212.1884212820,232.6620188235,89.4624969082
機械設備製造業,機械設備製造業,228186.0000000000,40682.0000000000,32449.0000000000,174.3000000000,160.1000000000,2017,2,10,tsic10_2016_2020,0.0301835649,202.6795752655,233.4021801492,36271.0645481800,45473.8034438368,226.5525580773,260.8938809170,89.4624969082
橡膠製品製造業,橡膠製品製造業,39201.0000000000,40454.0000000000,32191.0000000000,182.4000000000,160.9000000000,2017,2,10,tsic10_2016_2020,0.0051853572,200.0683654444,221.7872807018,35982.6755484133,45218.9480486941,223.6337821530,247.9108993898,89.4624969082
汽車及其零件製造業,汽車及其零件製造業,83552.0000000000,47315.0000000000,36036.0000000000,177.0000000000,159.5000000000,2017,2,10,tsic10_2016_2020,0.0110519366,225.9310344828,267.3163841808,40280.5658743941,52888.0834262115,252.5427327548,298.8027312215,89.4624969082
產業用機械設備維修及安裝業,產業用機械設備維修及安裝業,43004.0000000000,48741.0000000000,39286.0000000000,171.1000000000,161.9000000000,2017,2,10,tsic10_2016_2020,0.0056884034,242.6559604694,284.8684979544,43913.3730419982,54482.0474326741,271.2376346016,318.4222526749,89.4624969082
皮革毛皮及其製品製造業,皮革、毛皮及其製品製造業,26725.0000000000,44186.0000000000,34099.0000000000,171.3000000000,159.9000000000,2017,2,10,tsic10_2016_2020,0.0035350800,213.2520325203,257.9451255108,38115.4128025021,49390.5284639244,238.3703114603,288.3276617859,89.4624969082
石油及煤製品製造業,石油及煤製品製造業,11355.0000000000,90164.0000000000,60674.0000000000,177.0000000000,163.4000000000,2017,2,10,tsic10_2016_2020,0.0015019957,371.3219094247,509.4011299435,67820.5975652955,100784.1309107246,415.0587366297,569.4018695521,89.4624969082
紙漿紙及紙製品製造業,紙漿、紙及紙製品製造業,51788.0000000000,37622.0000000000,31656.0000000000,175.1000000000,161.6000000000,2017,2,10,tsic10_2016_2020,0.0068503171,195.8910891089,214.8600799543,35384.6595992846,42053.3757721849,218.9644777183,240.1677656892,89.4624969082
紡織業,紡織業,104430.0000000000,39605.0000000000,32882.0000000000,181.7000000000,162.7000000000,2017,2,10,tsic10_2016_2020,0.0138135980,202.1020282729,217.9691799670,36755.0662415870,44269.9470378338,225.9069836606,243.6430767079,89.4624969082
藥品及醫用化學製品製造業,藥品及醫用化學製品製造業,29473.0000000000,50006.0000000000,38211.0000000000,171.1000000000,160.3000000000,2017,2,10,tsic10_2016_2020,0.0038985749,238.3718028696,292.2618351841,42711.7522096369,55896.0477609877,266.4488596983,326.6864275920,89.4624969082
金屬製品製造業,金屬製品製造業,334131.0000000000,36717.0000000000,31053.0000000000,172.4000000000,160.0000000000,2017,2,10,tsic10_2016_2020,0.0441975613,194.0812500000,212.9756380510,34710.6341463415,41041.7786993598,216.9414634146,238.0613613652,89.4624969082
電力設備製造業,電力設備製造業,131441.0000000000,40139.0000000000,31817.0000000000,172.2000000000,159.7000000000,2017,2,10,tsic10_2016_2020,0.0173865090,199.2298058860,233.0952380952,35564.6232774336,44866.8452001417,222.6964513302,260.5507851344,89.4624969082
電子零組件製造業,電子零組件製造業,598479.0000000000,64499.0000000000,42518.0000000000,180.7000000000,160.5000000000,2017,2,10,tsic10_2016_2020,0.0791644962,264.9096573209,356.9396790260,47526.0600468279,72096.1321548603,296.1125236562,398.9824690363,89.4624969082
電腦電子產品及光學製品製造業,電腦、電子產品及光學製品製造業,209727.0000000000,57416.0000000000,44606.0000000000,171.4000000000,161.8000000000,2017,2,10,tsic10_2016_2020,0.0277418795,275.6860321384,334.9824970828,49859.9989286609,64178.8481031250,308.1582134033,374.4390204383,89.4624969082
非金屬礦物製品製造業,非金屬礦物製品製造業,71998.0000000000,39356.0000000000,32068.0000000000,173.4000000000,160.5000000000,2017,2,10,tsic10_2016_2020,0.0095236180,199.8006230530,226.9665513264,35845.1877694547,43991.6181194543,223.3345032365,253.7002198354,89.4624969082
食品製造業,食品製造業,118844.0000000000,40242.0000000000,33251.0000000000,175.4000000000,160.5000000000,2017,2,10,tsic10_2016_2020,0.0157202264,207.1713395639,229.4298745724,37167.5295784626,44981.9772426842,231.5733930122,256.4536900951,89.4624969082
飲料及菸草製造業,飲料及菸草製造業,16230.0000000000,56558.0000000000,42269.0000000000,175.3000000000,163.2000000000,2017,2,10,tsic10_2016_2020,0.0021468419,259.0012254902,322.6354820308,47247.7311284484,63219.7870108775,289.5081564243,360.6376897369,89.4624969082
廢(污)水處理業,廢（污）水處理業,1919.0000000000,35518.0000000000,32149.0000000000,169.9000000000,166.3000000000,2017,3,10,tsic10_2016_2020,0.0002538379,193.3193024654,209.0523837552,35935.7285019396,39701.5523012191,216.0897685023,233.6759994186,89.4624969082
廢棄物清除業,廢棄物清除業,8202.0000000000,30262.0000000000,27275.0000000000,166.4000000000,161.9000000000,2017,3,10,tsic10_2016_2020,0.0010849290,168.4681902409,181.8629807692,30487.6355373543,33826.4647710877,188.3115227755,203.2840430955,89.4624969082
廢棄物處理業,廢棄物處理業,5869.0000000000,35714.0000000000,30908.0000000000,172.5000000000,165.2000000000,2017,3,10,tsic10_2016_2020,0.0007763287,187.0944309927,207.0376811594,34548.5550573253,39920.6385180961,209.1316892090,231.4239914093,89.4624969082
氣體燃料供應業,氣體燃料供應業,5421.0000000000,67629.0000000000,48667.0000000000,170.3000000000,164.3000000000,2017,3,10,tsic10_2016_2020,0.0007170690,296.2081558125,397.1168526130,54399.3312079348,75594.8049039683,331.0975727811,443.8919841689,89.4624969082
污染整治業,污染整治業,6047.0000000000,31693.0000000000,28447.0000000000,167.2000000000,160.5000000000,2017,3,10,tsic10_2016_2020,0.0007998739,177.2398753894,189.5514354067,31797.6816913334,35426.0177116543,198.1163968307,211.8780963616,89.4624969082
用水供應業,用水供應業,6145.0000000000,83834.0000000000,59423.0000000000,165.3000000000,163.5000000000,2017,3,10,tsic10_2016_2020,0.0008128369,363.4434250765,507.1627344223,66422.2462524732,93708.5403350527,406.2522706573,566.8998205387,89.4624969082
電力供應業,電力供應業,24995.0000000000,100390.0000000000,67343.0000000000,177.8000000000,164.9000000000,2017,3,10,tsic10_2016_2020,0.0033062423,408.3869011522,564.6231721035,75275.1178732191,112214.6189402383,456.4894958958,631.1283404963,89.4624969082
其他專門營造業,其他專門營造業,164694.0000000000,41791.0000000000,38525.0000000000,162.2000000000,160.2000000000,2017,5,10,tsic10_2016_2020,0.0217850878,240.4806491885,257.6510480888,43062.7372713685,46713.4290281054,268.8061003207,287.9989459193,89.4624969082
土木工程業,土木工程業,81585.0000000000,39082.0000000000,33782.0000000000,171.0000000000,165.6000000000,2017,5,10,tsic10_2016_2020,0.0107917495,203.9975845411,228.5497076023,37761.0743803081,43685.3445305548,228.0258114753,255.4698510559,89.4624969082
建築工程業,建築工程業,75724.0000000000,46482.0000000000,41574.0000000000,163.8000000000,160.3000000000,2017,5,10,tsic10_2016_2020,0.0100164790,259.3512164691,283.7728937729,46470.8692879915,51956.9670044841,289.8993717280,317.1976007600,89.4624969082
批發業,批發業,1073693.0000000000,51413.0000000000,41934.0000000000,164.8000000000,161.9000000000,2017,5,10,tsic10_2016_2020,0.1420239732,259.0117356393,311.9720873786,46873.2725434800,57468.7738178551,289.5199045305,348.7182877297,89.4624969082
機電管道及其他建築設備安裝業,機電、管道及其他建築設備安裝業,139024.0000000000,43196.0000000000,37913.0000000000,166.4000000000,162.0000000000,2017,5,10,tsic10_2016_2020,0.0183895591,234.0308641975,259.5913461538,42378.6517370381,48283.9195113311,261.5966156607,290.1677855248,89.4624969082
綜合商品零售業,綜合商品零售業,170285.0000000000,44503.0000000000,39852.0000000000,158.1000000000,155.2000000000,2017,5,10,tsic10_2016_2020,0.0225246437,256.7783505155,281.4864010120,44546.0403825717,49744.8668861184,287.0234560733,314.6417892860,89.4624969082
零售業,零售業,437609.0000000000,38559.0000000000,32663.0000000000,166.9000000000,162.1000000000,2017,5,10,tsic10_2016_2020,0.0578852325,201.4990746453,231.0305572199,36510.2709278315,43100.7420232757,225.2330100421,258.2429120628,89.4624969082
倉儲業,倉儲業,12856.0000000000,47960.0000000000,39489.0000000000,173.0000000000,161.5000000000,2017,7,10,tsic10_2016_2020,0.0017005421,244.5139318885,277.2254335260,44140.2837666209,53609.0559256283,273.3144505673,309.8789359863,89.4624969082
公共汽車客運業,公共汽車客運業,23032.0000000000,49360.0000000000,41181.0000000000,195.2000000000,166.1000000000,2017,7,10,tsic10_2016_2020,0.0030465842,247.9289584588,252.8688524590,46031.5790674166,55173.9574747501,277.1317222602,282.6534706698,89.4624969082
其他汽車客運業,其他汽車客運業,11592.0000000000,26489.0000000000,24144.0000000000,170.1000000000,167.5000000000,2017,7,10,tsic10_2016_2020,0.0015333451,144.1432835821,155.7260435038,26987.8450014256,29609.0550962045,161.1214626951,174.0685190841,89.4624969082
其他運輸輔助業,其他運輸輔助業,68754.0000000000,46172.0000000000,37737.0000000000,167.6000000000,160.8000000000,2017,7,10,tsic10_2016_2020,0.0090945142,234.6828358209,275.4892601432,42181.9212565771,51610.4530900357,262.3253809489,307.9382642604,89.4624969082
快遞服務業,快遞服務業,11846.0000000000,58450.0000000000,47784.0000000000,171.8000000000,163.3000000000,2017,7,10,tsic10_2016_2020,0.0015669432,292.6148193509,340.2211874272,53412.3254451673,65334.6396758335,327.0809886416,380.2947594635,89.4624969082
汽車貨運業,汽車貨運業,76187.0000000000,36322.0000000000,31872.0000000000,174.4000000000,164.3000000000,2017,7,10,tsic10_2016_2020,0.0100777228,193.9866098600,208.2683486239,35626.1015525777,40600.2529051433,216.8356759134,232.7996152818,89.4624969082
海洋水運業,海洋水運業,7398.0000000000,85476.0000000000,73334.0000000000,165.1000000000,160.7000000000,2017,7,10,tsic10_2016_2020,0.0009785789,456.3410080896,517.7225923683,81971.7787166395,95543.9462948083,510.0919646337,578.7034905803,89.4624969082
港埠業,港埠業,2507.0000000000,90791.0000000000,62256.0000000000,163.2000000000,159.1000000000,2017,7,10,tsic10_2016_2020,0.0003316163,391.3010685104,556.3174019608,69588.9363158031,101484.9832473670,437.3911773463,621.8442600942,89.4624969082
航空運輸業,航空運輸業,23919.0000000000,88770.0000000000,67342.0000000000,166.8000000000,164.0000000000,2017,7,10,tsic10_2016_2020,0.0031639132,410.6219512195,532.1942446043,75274.0000863983,99225.9360825277,458.9878054049,594.8797127250,89.4624969082
郵政業,郵政業,26597.0000000000,75718.0000000000,51454.0000000000,163.2000000000,160.9000000000,2017,7,10,tsic10_2016_2020,0.0035181487,319.7886886265,463.9583333333,57514.6030775079,84636.5824974296,357.4555815880,518.6065104009,89.4624969082
鐵路大眾捷運系統運輸業,鐵路大眾捷運系統運輸業,25758.0000000000,64576.0000000000,46663.0000000000,174.6000000000,164.7000000000,2017,7,10,tsic10_2016_2020,0.0034071690,283.3211900425,369.8510882016,52159.2864190491,72182.2017400620,316.6926922832,413.4146720508,89.4624969082
住宿服務業,住宿服務業,73021.0000000000,37497.0000000000,32753.0000000000,161.4000000000,159.1000000000,2017,8,10,tsic10_2016_2020,0.0096589365,205.8642363294,232.3234200743,36610.8717417036,41913.6524195848,230.1123302433,259.6880571226,89.4624969082
傳播及節目播送業,傳播及節目播送業,23664.0000000000,49603.0000000000,41751.0000000000,166.0000000000,161.3000000000,2017,8,10,tsic10_2016_2020,0.0031301827,258.8406695598,298.8132530120,46668.7175552733,55445.5796722048,289.3286891213,334.0095160976,89.4624969082
其他餐飲業,其他餐飲業,71872.0000000000,39700.0000000000,35035.0000000000,164.0000000000,157.9000000000,2017,8,10,tsic10_2016_2020,0.0095069512,221.8809373021,242.0731707317,39161.6612667721,44376.1367858099,248.0155875033,270.5861999135,89.4624969082
出版業,出版業,31638.0000000000,56380.0000000000,50482.0000000000,161.1000000000,159.6000000000,2017,8,10,tsic10_2016_2020,0.0041849527,316.3032581454,349.9689633768,56428.1142876891,63020.8209567749,353.5596133314,391.1906949520,89.4624969082
影片服務聲音錄製及音樂出版業,影片服務、聲音錄製及音樂出版業,17043.0000000000,41455.0000000000,37835.0000000000,158.0000000000,157.1000000000,2017,8,10,tsic10_2016_2020,0.0022543824,240.8338637810,262.3734177215,42291.4643650156,46337.8526563162,269.2009189371,293.2775484577,89.4624969082
資料處理及資訊供應服務業,資料處理及資訊供應服務業,17696.0000000000,70505.0000000000,62697.0000000000,161.9000000000,160.7000000000,2017,8,10,tsic10_2016_2020,0.0023407587,390.1493466086,435.4848672020,70081.8803037765,78809.5598005927,436.1037977833,486.7792452168,89.4624969082
電信業,電信業,42899.0000000000,103480.0000000000,66101.0000000000,164.3000000000,160.9000000000,2017,8,10,tsic10_2016_2020,0.0056745144,410.8203853325,629.8234936093,73886.8266417839,115668.5802165142,459.2096124412,704.0084005874,89.4624969082
電腦系統設計服務業,電腦系統設計服務業,69508.0000000000,66502.0000000000,58499.0000000000,162.7000000000,161.2000000000,2017,8,10,tsic10_2016_2020,0.0091942504,362.8970223325,408.7400122926,65389.4112300528,74335.0591569253,405.6415088713,456.8841988748,89.4624969082
餐館業,餐館業,273822.0000000000,30848.0000000000,27859.0000000000,159.2000000000,156.5000000000,2017,8,10,tsic10_2016_2020,0.0362201191,178.0127795527,193.7688442211,31140.4230407022,34481.4878480772,198.9803389182,216.5922603522,89.4624969082
不動產經營及相關服務業,不動產經營及相關服務業,70737.0000000000,36577.0000000000,31691.0000000000,171.6000000000,169.7000000000,2017,10,10,tsic10_2016_2020,0.0093568178,186.7472009428,213.1526806527,35423.7821380127,40885.2885444476,208.7435600354,238.2592572520,89.4624969082
不動產開發業,不動產開發業,44895.0000000000,54002.0000000000,44870.0000000000,164.9000000000,163.7000000000,2017,10,10,tsic10_2016_2020,0.0059385376,274.0989615150,327.4833232262,50155.0946493524,60362.7238969095,306.3842067767,366.0565427344,89.4624969082
人身保險業,人身保險業,113991.0000000000,74274.0000000000,58253.0000000000,164.8000000000,163.6000000000,2017,10,10,tsic10_2016_2020,0.0150782903,356.0696821516,450.6917475728,65114.4356721357,83022.4983281926,398.0099979959,503.7772956808,89.4624969082
信用合作社業,信用合作社業,3899.0000000000,74435.0000000000,46990.0000000000,163.6000000000,162.6000000000,2017,10,10,tsic10_2016_2020,0.0005157447,288.9913899139,454.9816625917,52524.8027094511,83202.4620063416,323.0307669708,508.5725061512,89.4624969082
其他保險及退休基金輔助業,其他保險及退休基金輔助業,469.0000000000,99941.0000000000,83465.0000000000,168.4000000000,165.6000000000,2017,10,10,tsic10_2016_2020,0.0000620375,504.0157004831,593.4738717340,93296.0769981770,111712.7326576985,563.3821074769,663.3772723141,89.4624969082
其他金融中介業,其他金融中介業,37847.0000000000,104675.0000000000,58264.0000000000,159.1000000000,158.0000000000,2017,10,10,tsic10_2016_2020,0.0050062553,368.7594936709,657.9195474544,65126.7313271645,117004.3354673717,412.1945020707,735.4137992921,89.4624969082
證券期貨及其他金融業,證券期貨及其他金融業,50354.0000000000,79684.0000000000,60627.0000000000,161.5000000000,160.9000000000,2017,10,10,tsic10_2016_2020,0.0066606331,376.7992541952,493.3993808050,67768.0615847179,89069.7250287274,421.1812404271,551.5153252553,89.4624969082
財產保險業,財產保險業,16352.0000000000,62029.0000000000,46563.0000000000,164.6000000000,162.5000000000,2017,10,10,tsic10_2016_2020,0.0021629796,286.5415384615,376.8469015796,52047.5077369690,69335.1987074812,320.2923553044,421.2345000455,89.4624969082
